id,period,year,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,HGC_OF_MOTHER_AS_OF_MAY_1_R,HOW_MANY_BOOKS,HOW_OFTEN_MOM_READS,HOW_OFT_CH_EATS_W,MOM_HELPS_CH_LEARN_NUMBERS,MOM_HELPS_CH_LEARN_ALPHABET,MOM_HELPS_CH_LEARN_COLORS,MOM_HELPS_CH_LEARN_SHAPES,HOW_OFT_CH_TAKEN_TO_MUSEUM,MUSIC_INSTMT_CH,CH_GET_SPEC_LESSON,HOW_OFT_CH_TAKEN_TO_PERFORMANCE,HOW_OFT_CH_SPEND_TIME_W_DAD,HOW_OFT_CH_W_DAD_OUTDOORS,DO_PARS_DISCUSS_TV,PIAT_MATH,PIAT_READ_REC,PIAT_READ_COMP,PPVT,CHILD_EVER_ENROLLED_IN_HEAD,HOW_LONG_CHILD_WAS_IN_HEAD,MOM_HELPS_CH_W_NONE,IF_LOW_GRADES,TYPE_OF_SCHOOL,CH_ATTENDS_PUBLIC_PRIV_RELI,CHILD_AGE_WHEN_1ST_ATTD_HEA,IS_SCHOOL_GIFTED_HANDICAPPED,OWN_A_HOME_COMPUTER,PARS_HELP_W_HOMEWORK,TYPE_OF_SCHOOL_RECODE,DOES_CHILD_USE_ANY_COMPUTER,DOES_CHILD_NEVER_USE,MOMHGC_EVER_XRND,TOTAL_FAMILY_INCOME_FR_ALL,FAMILY_INCOME_FROM_ALL_SOUR,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,VERSION_R29_XRND,HIGHEST_GRADE_OF_REGULAR_SC,SPOUSE_WKSWK_PCY,SPOUSE_HRSWK_PCY,MOM_RACE_ID,MOM_RACE_ENCODED,MOM_SEX,WKSWK_PCY,HRSWK_PCY,HGC_REV_MOM,TNFI_TRUNC,ASVAB_1,ASVAB_2,ASVAB_3,ASVAB_4,ASVAB_5,ASVAB_6,ASVAB_7,ASVAB_8,ASVAB_9,ASVAB_10,ASVAB_11,ASVAB_12,AFQT_1,AFQT_2,AFQT_3,Q2_15C,Q2_15A_PRE,HGC_EVER_XRND,HIGHEST_DEGREE_EVER_XRND
301.0,1,1988.5,3.0,3.0,2.0,1981.0,10.0,20.0,1.75,7.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,31.125,35.1875,35.625,76.66666666666666,0.0,,,5.0,1.0,1.0,,1.0,1.0,2.0,,,,12.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,41.0,44.74846273047858,,3.0,,21.25,1014.5,10.0,41931.15151732036,51.0,0.0,14.0,13.0,29.0,12.0,46.0,72.0,13.0,13.0,13.0,14.0,51.0,46.0,49444.0,,,12.0,1.0
301.0,2,1993.0,3.0,3.0,2.0,1981.0,11.51178846634151,20.0,3.0,10.5,1.0,2.0,3.0,4.0,0.5,0.5,1.0,0.0673076923076923,1.0,2.5,0.0,51.9,52.15,51.3,111.86666666666667,0.0,,,5.0,1.0,1.0,,2.5,1.0,2.0,,,,12.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,50.87877956135751,56.92716047666664,,3.0,,12.247441336732056,568.6987006024594,11.170779014082433,52876.76253181242,51.0,0.0,14.0,13.0,29.0,12.0,46.0,72.0,13.0,13.0,13.0,14.0,51.0,46.0,49444.0,,,12.0,1.0
301.0,3,1998.0,3.0,3.0,2.0,1981.0,12.0,20.0,3.0,14.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,0.1346153846153846,1.0,4.0,0.0,57.0,57.0,57.0,114.0,0.0,,,5.0,1.0,1.0,,4.0,1.0,2.0,,,,12.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,49.75,47.5,,3.0,,18.0,1009.0,12.0,137109.43315201835,51.0,0.0,14.0,13.0,29.0,12.0,46.0,72.0,13.0,13.0,13.0,14.0,51.0,46.0,49444.0,,,12.0,1.0
302.0,-1,1982.0,3.0,3.0,2.0,1983.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,,3.0,,19.0,760.0,10.0,23073.862009733755,,,,,,,,,,,,,,,,,,12.0,1.0
302.0,0,1985.5,3.0,3.0,2.0,1983.0,10.0,20.0,3.0,14.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,0.028846153846153844,1.0,7.0,,38.0,42.0,39.0,54.0,0.0,,,,1.0,1.0,,,1.0,,,,,12.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,50.666666666666664,44.499002254619946,,3.0,,9.0,289.6666666666667,10.0,31760.35146483443,,,,,,,,,,,,,,,,,,12.0,1.0
302.0,1,1990.5,3.0,3.0,2.0,1983.0,10.0,20.0,2.306530494821634,14.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,0.028846153846153848,1.0,7.0,,38.0,42.0,39.0,77.125,0.0,,,,1.0,1.0,,,1.0,,,,,12.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,39.5,48.5,,3.0,,18.5,922.5,10.0,38037.92935871744,,,,,,,,,,,,,,,,,,12.0,1.0
302.0,2,1995.0,3.0,3.0,2.0,1983.0,12.280326134663856,20.0,1.1507479861910241,14.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,0.028846153846153848,1.0,7.0,,39.8,55.6,47.2,108.1,0.0,,,,1.0,1.0,,,1.0,,,,,12.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,51.75125125246435,57.05562648324356,,3.0,,9.261536666029082,384.7989180097827,11.979087398303879,109481.30794153633,,,,,,,,,,,,,,,,,,12.0,1.0
302.0,3,2000.0,3.0,3.0,2.0,1983.0,12.0,20.0,1.1507479861910241,14.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,0.028846153846153848,1.0,7.0,,40.0,58.0,49.0,110.0,0.0,,,,1.0,1.0,,,1.0,,,,,12.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,44.75,42.5,,3.0,,28.5,1869.5,12.0,128859.05911378996,,,,,,,,,,,,,,,,,,12.0,1.0
303.0,-1,1985.0,3.0,3.0,2.0,1986.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,50.0,,3.0,,23.0,460.0,10.0,29400.314915545376,,,,,,,,,,,,,,,,,,12.0,1.0
303.0,0,1988.5,3.0,3.0,2.0,1986.0,10.0,20.0,1.0,4.0,1.0,2.0,3.0,4.0,0.1346153846153846,1.0,1.0,0.028846153846153844,1.0,4.0,0.0,15.0,16.0,16.0,61.0,0.0,,,5.0,1.0,4.0,,5.0,1.0,,,,,12.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,43.666666666666664,47.656292121298605,,3.0,,14.166666666666666,676.3333333333334,10.0,43554.74992842829,,,,,,,,,,,,,,,,,,12.0,1.0
303.0,1,1993.5,3.0,3.0,2.0,1986.0,11.883604013963343,20.0,4.75,4.0,1.0,2.0,3.0,4.0,0.1346153846153846,1.0,1.0,0.028846153846153848,1.0,4.0,0.0,19.4375,19.125,18.1875,76.75,0.0,,,5.0,1.0,4.0,,5.0,1.0,,,,,12.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.11926436771482,60.04899920082208,,3.0,,15.477055268235521,724.0988653183672,11.46405648408384,54399.39132364268,,,,,,,,,,,,,,,,,,12.0,1.0
303.0,2,1998.0,3.0,3.0,2.0,1986.0,11.982295199355537,20.0,7.0,2.492059838895282,1.0,2.0,3.0,4.0,0.1346153846153846,1.0,1.0,0.08173076923076923,1.0,2.5,0.0,33.0,34.0,29.75,106.5,0.0,,,5.0,1.0,3.0,,5.0,1.0,,,,,12.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,49.93719791015057,46.51105466169861,,3.0,,19.50333741552938,1127.5992559536921,12.005228147769623,137109.43315201835,,,,,,,,,,,,,,,,,,12.0,1.0
303.0,3,2002.8,3.0,3.0,2.0,1986.0,11.99114759967777,20.0,7.0,4.0,1.0,2.0,3.0,4.0,0.1346153846153846,1.0,1.0,0.1346153846153846,1.0,1.0,0.0,40.0,40.0,38.0,108.0,0.0,,,5.0,1.0,1.1,,5.0,1.0,,,,,12.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,34.46859895507529,39.005527330849304,,3.0,,9.87666870776469,729.4246279768461,12.00261407388481,156216.4328657315,,,,,,,,,,,,,,,,,,12.0,1.0
401.0,-1,1979.0,4.0,3.0,1.0,1980.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,5.0,3.0,2.0,0.0,0.0,9.0,22390.0,,,,,,,,,,,,,,,,,,14.0,1.0
401.0,0,1982.5,4.0,3.0,1.0,1980.0,10.333333333333334,20.0,3.0,0.0,,,,,0.1346153846153846,0.0,1.0,0.0,6.0,,0.0,35.0,33.0,49.0,97.0,0.0,,,1.0,1.0,1.0,,,,3.0,,,,14.0,,,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,50.52896115844634,88.58968358734349,,3.0,,3.0,75.0,10.333333333333334,12004.18527531253,51.0,0.0,15.0,18.0,29.0,12.0,46.0,62.0,11.0,10.0,10.0,10.0,62.0,48.0,55761.0,,,14.0,1.0
401.0,1,1987.5,4.0,3.0,1.0,1980.0,14.0,20.0,3.0,0.0,,,,,0.1346153846153846,0.0,1.0,0.0,6.0,,0.0,35.875,35.875,49.0,98.875,0.0,,,1.0,1.0,1.0,,,,3.0,,,,14.0,,,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,53.10667826713069,179.60203408136326,,3.0,,41.25,1671.0,14.0,28920.09178792286,51.0,0.0,15.0,18.0,29.0,12.0,46.0,62.0,11.0,10.0,10.0,10.0,62.0,48.0,55761.0,,,14.0,1.0
401.0,2,1992.0,4.0,3.0,1.0,1980.0,14.000372470118748,20.0,3.0,0.0,,,,,0.1346153846153846,0.0,1.0,0.0,6.0,,0.0,42.0,56.0,49.0,112.0,0.0,,,1.0,1.0,1.0,,,,3.0,,,,14.0,,,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.99447977919117,111.6182647305892,,3.0,,33.042996023299594,1173.7770366439447,14.000372470118748,44644.429765623856,51.0,0.0,15.0,18.0,29.0,12.0,46.0,62.0,11.0,10.0,10.0,10.0,62.0,48.0,55761.0,,,14.0,1.0
401.0,3,1996.8,4.0,3.0,1.0,1980.0,14.000011118511008,20.0,3.0,0.0,,,,,0.1346153846153846,0.0,1.0,0.0,6.0,,0.0,42.0,56.0,49.0,112.0,0.0,,,1.0,1.0,1.0,,,,3.0,,,,14.0,,,2.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.022517700708036,41.438017520700825,,3.0,,46.41202973203879,1865.2822996013117,14.000011118511008,72814.72430257112,51.0,0.0,15.0,18.0,29.0,12.0,46.0,62.0,11.0,10.0,10.0,10.0,62.0,48.0,55761.0,,,14.0,1.0
403.0,-1,1996.0,4.0,3.0,2.0,1997.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,532.0,,52.0,40.0,,3.0,,52.0,2392.0,14.0,,,,,,,,,,,,,,,,,,,14.0,1.0
403.0,0,1999.6666666666667,4.0,3.0,2.0,1997.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,532.0,,52.0,41.38888888888889,,3.0,,38.51851851851852,1268.148148148148,14.0,157337.38519366778,,,,,,,,,,,,,,,,,,14.0,1.0
403.0,1,2004.5,4.0,3.0,2.0,1997.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,532.0,,52.0,45.416666666666664,,3.0,,34.22222222222222,1233.7777777777778,14.0,256757.22796386428,,,,,,,,,,,,,,,,,,14.0,1.0
403.0,2,2009.0,4.0,3.0,2.0,1997.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,532.0,,52.0,49.16666666666667,,3.0,,30.22222222222222,1201.7777777777778,14.0,349320.5298533576,,,,,,,,,,,,,,,,,,14.0,1.0
403.0,3,2014.0,4.0,3.0,2.0,1997.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,532.0,,52.0,53.333333333333336,,3.0,,25.77777777777778,1166.2222222222222,14.0,452168.64306390565,,,,,,,,,,,,,,,,,,14.0,1.0
801.0,-1,,8.0,3.0,2.0,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0
801.0,0,1979.5,8.0,3.0,2.0,1976.0,12.0,20.0,1.0,7.0,,,,,0.1346153846153846,1.0,1.0,0.1346153846153846,1.0,1.0,0.0,48.0,55.0,55.0,110.0,0.0,,,2.0,1.0,1.0,,1.0,,,,,,14.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,22.666666666666668,40.833333333333336,6.0,3.0,2.0,15.333333333333334,381.1666666666667,12.0,12085.302891497282,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,,,14.0,2.0
801.0,1,1983.5,8.0,3.0,2.0,1976.0,12.0,20.0,1.0,7.0,,,,,0.1346153846153846,1.0,1.0,0.1346153846153846,1.0,1.0,0.0,48.0,55.0,55.0,110.0,0.0,,,2.0,1.0,1.0,,1.0,,,,,,14.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,40.75,38.5,6.0,3.0,2.0,52.0,2076.5,12.0,34409.02590706381,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,,,14.0,2.0
801.0,2,1988.0,8.0,3.0,2.0,1976.0,12.0,18.75,1.0,1.75,,,,,0.1346153846153846,1.0,0.75,0.1346153846153846,2.5,1.0,0.0,52.75,64.75,59.25,123.0,0.0,,,2.3,1.1,1.0,,1.0,,,,,,14.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,80.97861254165404,81.22780975461983,6.0,3.0,2.0,36.0,1470.4,12.0,46584.41885232276,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,,,14.0,2.0
801.0,3,1992.8,8.0,3.0,2.0,1976.0,12.0,3.5375,1.0,0.08749999999999997,,,,,0.1346153846153846,0.1375,-0.05,0.043389423076923075,5.5625,1.0,0.0,55.85,69.1625,59.8625,147.7,0.0,,,3.9,1.8,1.0,,1.0,,,,,,14.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,6.0,3.0,2.0,52.0,2048.8,12.0,45733.97423418266,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,,,14.0,2.0
802.0,-1,,8.0,3.0,1.0,1979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,14.0,2.0
802.0,0,1981.5,8.0,3.0,1.0,1979.0,12.0,10.0,1.0,7.0,,,,,0.1346153846153846,0.0,0.0,0.1346153846153846,1.0,1.0,0.0,41.0,22.0,21.0,111.0,0.0,,,3.0,3.0,1.0,,1.0,,1.0,,,,14.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,41.5,42.5,6.0,3.0,2.0,39.333333333333336,1400.1666666666667,12.0,26185.082975474765,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,,,14.0,2.0
802.0,1,1986.5,8.0,3.0,1.0,1979.0,12.0,11.875,0.6754807692307693,5.6875,,,,,0.1346153846153846,0.0,0.0,0.1346153846153846,1.375,1.0,0.0,38.125,32.671875,31.78125,111.0,0.0,,,3.0,3.0,1.0,,1.0,,1.0,,,,14.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,48.84465313541351,57.55695243865496,6.0,3.0,2.0,32.25,1281.0,12.0,42124.746109710366,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,,,14.0,2.0
802.0,2,1991.0,8.0,3.0,1.0,1979.0,12.0,17.0,0.1346153846153846,0.35,,,,,0.08173076923076923,0.0,0.5,0.08173076923076923,1.9,1.0,0.0,55.05,61.3,52.45,110.5,0.0,,,3.5,3.0,1.0,,1.0,,1.0,,,,14.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,78.30289003332322,63.98224780369586,6.0,3.0,2.0,51.8,2060.8,12.0,45743.784941311205,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,,,14.0,2.0
802.0,3,1996.0,8.0,3.0,1.0,1979.0,12.0,15.0,0.1346153846153846,0.0,,,,,0.028846153846153848,0.0,1.0,0.028846153846153848,1.0,1.0,0.0,56.0,63.0,49.0,110.0,0.0,,,4.0,3.0,1.0,,1.0,,1.0,,,,14.0,,,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,6.0,3.0,2.0,52.0,2327.5,12.0,59021.31387582293,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,,,14.0,2.0
803.0,-1,1981.0,8.0,3.0,2.0,1982.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,45.0,,3.0,,51.0,1002.0,12.0,30017.646149441745,51.0,1.0,18.0,13.0,35.0,12.0,24.0,48.0,11.0,4.0,12.0,12.0,43.0,42.0,44022.0,,,14.0,2.0
803.0,0,1984.5,8.0,3.0,2.0,1982.0,12.0,20.0,1.1507479861910241,0.0,1.0,2.0,3.0,4.0,0.028846153846153844,1.0,1.0,0.028846153846153844,2.0,1.0,0.0,16.0,23.0,21.0,2.9166666666666665,0.0,,,3.0,3.0,1.0,,1.0,1.0,1.0,,,,14.0,,7.322645290581164,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,40.166666666666664,44.0,,3.0,,43.166666666666664,1756.5,12.0,37161.52709049674,,,,,,,,,,,,,,,,,,14.0,2.0
803.0,1,1989.5,8.0,3.0,2.0,1982.0,12.0,20.0,1.131904487917146,0.0,1.0,2.0,3.0,4.0,0.028846153846153848,1.0,1.0,0.028846153846153848,2.0,1.0,0.0,32.125,37.125,33.9375,61.25,0.0,,,3.0,3.0,1.0,,1.0,1.0,1.0,,,,14.0,,7.322645290581164,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,94.54133858267716,84.28149606299215,,3.0,,45.25,1799.75,12.0,49937.89217373194,,,,,,,,,,,,,,,,,,14.0,2.0
803.0,2,1994.0,8.0,3.0,2.0,1982.0,12.006926252366757,20.0,1.0,2.1,1.0,2.0,3.0,4.0,0.06057692307692307,0.7,1.0,0.028846153846153848,1.7,1.0,0.0,51.5,71.75,47.25,111.3,0.0,,,3.6,3.0,1.0,,1.0,1.0,1.0,,,,14.0,,7.322645290581164,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,,3.0,,51.99757518559377,2178.633255032722,12.002229079801133,50874.98180716428,,,,,,,,,,,,,,,,,,14.0,2.0
803.0,3,1998.8,8.0,3.0,2.0,1982.0,12.45,20.0,1.0,7.0,1.0,2.0,3.0,4.0,0.1346153846153846,0.0,1.0,0.028846153846153848,1.0,1.0,0.0,52.0,76.0,51.0,114.0,0.0,,,5.0,3.0,1.0,,1.0,1.0,1.0,,,,14.0,,7.322645290581164,7.0,1.0,0.0,0.0,0.0,0.0,532.0,,52.0,40.0,,3.0,,52.0,2204.8,12.45,61243.200687088465,,,,,,,,,,,,,,,,,,14.0,2.0
